"Alert Id","Alert State","Alert Title","Alert Type","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Ref","Ecosystem","Location Paths","Logical Paths"
"14","active","Query built from user-controlled sources (java/sql-injection)","code","java/sql-injection","java/sql-injection","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-564","high","2023-05-17T09:17:57Z","2023-05-17T09:17:57Z","","",,"30","215","https://dev.azure.com/octodemo-temporary/e56bef04-322b-4fea-8758-d6fea322ecc9/_git/d58b2183-87dc-4f27-8e11-01d319b0ef0c/alerts/14","octodemo-temporary","jfhelin-GHAzDO","jfhelin-GHAzDO","refs/heads/main",,"src/main/java/com/github/demo/service/BookDatabaseImpl.java:120 @ c3fc32e1",""
"15","active","Unsafe jQuery plugin (js/unsafe-jquery-plugin)","code","js/unsafe-jquery-plugin","js/unsafe-jquery-plugin","A jQuery plugin that unintentionally constructs HTML from some of its options may be unsafe to use for clients.","security,external/cwe/cwe-079,external/cwe/cwe-116,frameworks/jquery","medium","2023-10-17T13:05:15Z","2023-10-17T13:05:15Z","","",,"90","155","https://dev.azure.com/octodemo-temporary/e56bef04-322b-4fea-8758-d6fea322ecc9/_git/d58b2183-87dc-4f27-8e11-01d319b0ef0c/alerts/15","octodemo-temporary","jfhelin-GHAzDO","jfhelin-GHAzDO","refs/heads/main",,"src/main/webapp/static/bootstrap-3.4.1-dist/js/bootstrap.js:1372 @ 7565e867",""
"16","active","Unsafe jQuery plugin (js/unsafe-jquery-plugin)","code","js/unsafe-jquery-plugin","js/unsafe-jquery-plugin","A jQuery plugin that unintentionally constructs HTML from some of its options may be unsafe to use for clients.","security,external/cwe/cwe-079,external/cwe/cwe-116,frameworks/jquery","medium","2023-10-17T13:05:15Z","2023-10-17T13:05:15Z","","",,"90","155","https://dev.azure.com/octodemo-temporary/e56bef04-322b-4fea-8758-d6fea322ecc9/_git/d58b2183-87dc-4f27-8e11-01d319b0ef0c/alerts/16","octodemo-temporary","jfhelin-GHAzDO","jfhelin-GHAzDO","refs/heads/main",,"src/main/webapp/static/bootstrap-3.4.1-dist/js/bootstrap.js:2200 @ 7565e867",""
"17","active","Unsafe jQuery plugin (js/unsafe-jquery-plugin)","code","js/unsafe-jquery-plugin","js/unsafe-jquery-plugin","A jQuery plugin that unintentionally constructs HTML from some of its options may be unsafe to use for clients.","security,external/cwe/cwe-079,external/cwe/cwe-116,frameworks/jquery","medium","2023-10-17T13:05:15Z","2023-10-17T13:05:15Z","","",,"90","155","https://dev.azure.com/octodemo-temporary/e56bef04-322b-4fea-8758-d6fea322ecc9/_git/d58b2183-87dc-4f27-8e11-01d319b0ef0c/alerts/17","octodemo-temporary","jfhelin-GHAzDO","jfhelin-GHAzDO","refs/heads/main",,"src/main/webapp/static/bootstrap-3.4.1-dist/js/bootstrap.js:2214 @ 7565e867",""
"18","active","Missing rate limiting (js/missing-rate-limiting)","code","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2023-10-17T13:05:15Z","2023-10-17T13:05:15Z","","",,"30","215","https://dev.azure.com/octodemo-temporary/e56bef04-322b-4fea-8758-d6fea322ecc9/_git/d58b2183-87dc-4f27-8e11-01d319b0ef0c/alerts/18","octodemo-temporary","jfhelin-GHAzDO","jfhelin-GHAzDO","refs/heads/main",,"index.js:35 @ 7565e867,index.js:36 @ 7565e867",""
"19","dismissed","Database query built from user-controlled sources (js/sql-injection)","code","js/sql-injection","js/sql-injection","Building a database query from user-controlled sources is vulnerable to insertion of malicious code by the user.","security,external/cwe/cwe-089,external/cwe/cwe-090,external/cwe/cwe-943","high","2023-10-17T13:05:15Z","2023-10-17T13:05:15Z","","2023-06-21T11:32:22Z","acceptedRisk","30","0","https://dev.azure.com/octodemo-temporary/e56bef04-322b-4fea-8758-d6fea322ecc9/_git/d58b2183-87dc-4f27-8e11-01d319b0ef0c/alerts/19","octodemo-temporary","jfhelin-GHAzDO","jfhelin-GHAzDO","refs/heads/main",,"index.js:43 @ 7565e867,index.js:44 @ 7565e867",""
"23","active","Failure to use secure cookies (java/insecure-cookie)","code","java/insecure-cookie","java/insecure-cookie","Insecure cookies may be sent in cleartext, which makes them vulnerable to interception.","security,external/cwe/cwe-614","medium","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"90","147","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/23","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/spoofcookie/SpoofCookieAssignment.java:78 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/spoofcookie/SpoofCookieAssignment.java:78 @ 9f601c37",""
"24","active","Failure to use secure cookies (java/insecure-cookie)","code","java/insecure-cookie","java/insecure-cookie","Insecure cookies may be sent in cleartext, which makes them vulnerable to interception.","security,external/cwe/cwe-614","medium","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"90","147","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/24","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java:136 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java:136 @ 9f601c37",""
"25","active","Failure to use secure cookies (java/insecure-cookie)","code","java/insecure-cookie","java/insecure-cookie","Insecure cookies may be sent in cleartext, which makes them vulnerable to interception.","security,external/cwe/cwe-614","medium","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"90","147","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/25","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java:131 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java:131 @ 9f601c37",""
"26","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/26","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/it/java/org/owasp/webgoat/JWTLessonIntegrationTest.java:68 @ 9f601c37,src/it/java/org/owasp/webgoat/JWTLessonIntegrationTest.java:68 @ 9f601c37",""
"27","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/27","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/jwt/JWTRefreshEndpoint.java:107 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/jwt/JWTRefreshEndpoint.java:107 @ 9f601c37",""
"28","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/28","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/jwt/JWTRefreshEndpoint.java:137 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/jwt/JWTRefreshEndpoint.java:137 @ 9f601c37",""
"29","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/29","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/test/java/org/owasp/webgoat/lessons/jwt/TokenTest.java:57 @ 9f601c37,src/test/java/org/owasp/webgoat/lessons/jwt/TokenTest.java:57 @ 9f601c37",""
"30","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/30","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/test/java/org/owasp/webgoat/lessons/jwt/TokenTest.java:55 @ 9f601c37,src/test/java/org/owasp/webgoat/lessons/jwt/TokenTest.java:55 @ 9f601c37",""
"31","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/31","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java:155 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java:155 @ 9f601c37",""
"32","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/32","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java:180 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java:180 @ 9f601c37",""
"33","active","Missing JWT signature check (java/missing-jwt-signature-check)","code","java/missing-jwt-signature-check","java/missing-jwt-signature-check","Failing to check the Json Web Token (JWT) signature may allow an attacker to forge their own tokens.","security,external/cwe/cwe-347","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/33","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java:203 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/jwt/JWTVotesEndpoint.java:203 @ 9f601c37",""
"34","active","Uncontrolled data used in path expression (java/path-injection)","code","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/34","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java:67 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java:67 @ 9f601c37",""
"35","dismissed","Uncontrolled data used in path expression (java/path-injection)","code","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","2024-01-16T16:18:15Z","acceptedRisk","30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/35","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java:66 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java:66 @ 9f601c37",""
"36","active","Uncontrolled data used in path expression (java/path-injection)","code","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/36","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java:92 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java:92 @ 9f601c37",""
"37","active","Uncontrolled data used in path expression (java/path-injection)","code","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/37","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java:44 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java:44 @ 9f601c37",""
"38","active","Uncontrolled data used in path expression (java/path-injection)","code","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/38","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java:42 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java:42 @ 9f601c37",""
"39","active","Uncontrolled data used in path expression (java/path-injection)","code","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/39","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/webwolf/FileServer.java:78 @ 9f601c37,src/main/java/org/owasp/webgoat/webwolf/FileServer.java:78 @ 9f601c37",""
"40","active","Uncontrolled data used in path expression (java/path-injection)","code","java/path-injection","java/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/40","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/webwolf/FileServer.java:79 @ 9f601c37,src/main/java/org/owasp/webgoat/webwolf/FileServer.java:79 @ 9f601c37",""
"41","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/41","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/mitigation/SqlInjectionLesson10b.java:63 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/sqlinjection/mitigation/SqlInjectionLesson10b.java:63 @ 9f601c37",""
"42","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/42","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/xss/CrossSiteScriptingLesson5a.java:63 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/xss/CrossSiteScriptingLesson5a.java:63 @ 9f601c37",""
"43","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/43","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/xss/CrossSiteScriptingLesson5a.java:85 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/xss/CrossSiteScriptingLesson5a.java:85 @ 9f601c37",""
"44","active","Polynomial regular expression used on uncontrolled data (java/polynomial-redos)","code","java/polynomial-redos","java/polynomial-redos","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","security,external/cwe/cwe-1333,external/cwe/cwe-730,external/cwe/cwe-400","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/44","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6a.java:68 @ 9f601c37,src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6a.java:68 @ 9f601c37",""
"45","active","Disabled Spring CSRF protection (java/spring-disabled-csrf-protection)","code","java/spring-disabled-csrf-protection","java/spring-disabled-csrf-protection","Disabling CSRF protection makes the application vulnerable to a Cross-Site Request Forgery (CSRF) attack.","security,external/cwe/cwe-352","high","2023-12-13T14:47:10Z","2023-12-13T14:47:10Z","","",,"30","207","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/45","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main",,"src/main/java/org/owasp/webgoat/webwolf/WebSecurityConfig.java:60 @ 9f601c37,src/main/java/org/owasp/webgoat/webwolf/WebSecurityConfig.java:60 @ 9f601c37",""
